,date,unit_01,unit_02,unit_03,unit_04,unit_05,unit_06,unit_07,unit_08,unit_09,unit_10,min,median,max,mean/std
11,2022-01-12,45.34826060100545,43.97667658700972,36.731072214063666,39.98723935474117,41.09764512571064,45.37089788457865,18.037277062466664,59.30943072109737,71.92499538484687,53.917140726886686,,,,nan/nan
12,2022-01-13,42.25229729438628,35.18478718757998,41.13710545273732,44.155259099820626,46.851071691937975,34.07580550049407,25.349098747435303,66.13397908362055,66.19807997022237,64.58767566016793,,,,nan/nan
13,2022-01-14,,,35.90856607849365,41.99353874004141,41.7552552934514,30.021672712560427,16.30358472389812,,65.09777913780313,65.64871371873062,,,,nan/nan
14,2022-01-15,,45.907035815278164,38.1342165477044,46.390318395704185,39.38449164390764,36.57432930408071,63.90267384101172,,50.905913182830915,51.57480898327485,,,,nan/nan
15,2022-01-16,44.02139235919232,37.44162219420171,38.69678155966888,,,43.159366561506275,66.98238410647625,,51.72036463973749,61.65087413084835,,,,nan/nan
16,2022-01-17,32.601489365301056,33.601283370534624,47.13002521942625,44.199290406026016,44.469659534907706,35.76210471968979,,64.08077233158863,43.39906029371872,58.35763092823208,,,,nan/nan
17,2022-01-18,46.67863553064084,44.436289571173425,37.388507284077576,,43.527981415658154,,,33.7566662549261,76.49777519278223,50.055285248844626,,,,nan/nan
18,2022-01-19,35.89958966079057,34.87257088431707,36.1897477643364,41.33077470413259,41.44758158895173,37.26373138685223,10.909812574507253,,38.509842734362095,68.37800831018605,,,,nan/nan
19,2022-01-20,46.714075963788105,49.826213734679435,43.560744009336354,35.946013551642864,34.64901016943209,32.891931200045555,57.48824031636331,51.36843726530403,45.64473598454236,51.34047665643711,,,,nan/nan
20,2022-01-21,44.02343791382214,47.1997521503004,38.06328236962459,41.80592445496195,38.43087511710184,,33.040496625342826,50.61867118518825,73.81110877985722,53.83808078189413,,,,nan/nan
21,2022-01-22,41.792802061915076,,28.365749855677535,42.584291439626654,40.20451822764872,34.23598013338234,37.159222983101046,63.20074688855921,58.4280043079204,60.00008048627093,,,,nan/nan
22,2022-01-23,,45.00786681736816,37.68363592810052,44.419319607919974,47.52833542290005,,67.10497654962444,,56.59331698292805,60.24010595413629,,,,nan/nan
23,2022-01-24,,35.32566025152976,38.38895633370601,40.574343148516995,42.091767498005666,34.21578891862857,54.61619204585872,46.24281472435919,40.01130677873181,58.31392116801641,,,,nan/nan
24,2022-01-25,34.27636894196968,46.11710578205505,46.553636088116846,34.840991540633574,46.01580795512629,45.92981561099229,21.291118753791224,,56.437249043605,63.05298656424761,,,,nan/nan
25,2022-01-26,34.88047164370902,43.723927419824,39.00588637461015,34.652145160329226,44.7861836002941,48.856429321438654,45.97684597497955,61.011689003672274,77.13805882647867,62.49456612904689,,,,nan/nan
26,2022-01-27,37.82611562809191,53.5940922775519,36.83470701899246,41.645761530511386,42.85325647675478,40.1347602205374,10.512610510075032,,,60.872996266905574,,,,nan/nan
27,2022-01-28,35.23249446109858,47.2965293927649,48.59042153242205,28.523829963343154,37.98620058753763,43.62785570279621,39.30052487111334,58.96758567863944,46.65329055190994,51.20354798606712,,,,nan/nan
28,2022-01-29,41.999620973341166,36.29460623635883,,39.068581623438696,37.662617349780646,47.857584894767726,,68.77924997558166,57.82970430510859,66.55772305739025,,,,nan/nan
29,2022-01-30,,40.50569218183414,32.515248874182966,37.843259109494056,39.32060838916845,41.200394688442444,19.65420138463809,42.580851054156824,,55.63664920672836,,,,nan/nan
30,2022-01-31,41.61727698492784,40.04749520185084,41.40820404129757,38.14956629616867,44.39304079442342,34.31183454680416,16.944883679205844,,69.64081420966977,67.69218759047077,,,,nan/nan
31,2022-02-01,43.739586378901976,40.80574050742207,40.250591380656154,,43.255448620385664,41.0539449732295,60.08837051659838,62.64081827971806,48.81757651940762,66.83628581383067,,,,nan/nan
32,2022-02-02,40.200516019582764,,39.241283337370106,36.78568156040456,39.80459124953352,34.88344234769749,58.962875175609504,52.26803585840247,50.64415785118733,60.88307871708723,,,,nan/nan
33,2022-02-03,36.81950291601302,40.907752075602005,28.901577793469343,41.34270618385208,35.897829327825264,39.910760774545786,20.74204898978667,,53.82871914380246,69.72890769023593,,,,nan/nan
34,2022-02-04,44.256612981772065,35.08140946356079,42.39930713821491,44.85353232974637,42.56400407723164,43.27999439140551,50.64212912486248,66.50953612416649,71.4040628880158,54.094726658835874,,,,nan/nan
35,2022-02-05,37.61566701869838,,40.449587678955425,43.357266852091016,43.592455390883686,,58.13302876502371,57.861575908145994,,56.109054274753206,,,,nan/nan
36,2022-02-06,42.876112875909655,32.36529283151504,45.563937956181306,45.59565961702971,47.700869385732474,44.389056234832836,48.75282708467387,59.43448988017977,65.62407762409947,58.99468719492217,,,,nan/nan
37,2022-02-07,36.88195205439066,41.370764210012695,44.02033887332851,38.408878225486674,,41.24028680712706,69.29426133878445,,,68.2070087236863,,,,nan/nan
38,2022-02-08,39.704455830000086,38.227492844549104,,38.24071516082577,39.149437495770655,38.10011639418857,50.77359311384014,60.23800875471968,30.330853823974703,69.39350605156946,,,,nan/nan
39,2022-02-09,41.08282973419836,40.5422653209869,42.4517087550756,41.03520118385456,37.94852052214232,40.31472342991342,,32.86475869258816,77.87818300891334,63.28846316455404,,,,nan/nan
40,2022-02-10,33.70676074168148,41.94263703234696,40.77976812625889,41.54140896047751,40.627367246125814,38.86596531993236,63.77082660129047,65.52086804123576,60.491197460952364,59.49557633121961,,,,nan/nan
41,2022-02-11,43.39170087017446,,37.4221988338305,37.85457787418067,,34.81935642885276,14.994036969970674,63.245249856146486,62.6287954593694,60.78906007596561,,,,nan/nan
42,2022-02-12,40.457220246420874,35.52710790320895,47.73751770926431,36.36167097837195,49.598289782151205,,,53.64004604029246,63.69347330086265,52.78697891298167,,,,nan/nan
43,2022-02-13,50.0,,41.45494304387576,28.19300239400173,37.86367785051637,47.84540065799046,,,67.20499438585597,55.494756508936234,,,,nan/nan
44,2022-02-14,,,40.39287011631383,39.543233484004936,41.69261040039123,33.507131538562646,20.042116674323943,62.8239255205028,66.40901361414163,60.397681151738354,,,,nan/nan
45,2022-02-15,39.148742486379405,39.016472858547004,,37.94278630707984,48.786287250484904,37.75785791038584,25.903540296621316,,55.0035998567615,66.45047098905604,,,,nan/nan
46,2022-02-16,38.20700400085573,,50.694427651202915,42.96089561882729,47.49269586912829,36.62507949960478,44.32567715907331,46.33431759753053,32.92456518005261,63.51109665305454,,,,nan/nan
47,2022-02-17,35.07853675386514,41.82517345723739,41.11579801515555,,38.71508559576847,52.73246391543963,,40.29837909092917,47.280282091081276,54.5063506363432,,,,nan/nan
48,2022-02-18,44.72144265023234,46.40385143942031,,46.5110176173111,43.826297892608686,36.71618584922426,24.725986451584895,67.63824741059948,,,,,,nan/nan
49,2022-02-19,41.75281111634027,31.395813228656102,48.535181625123116,45.777611122744055,38.643760680348954,43.05823419752704,58.33356000513662,42.3425780595185,77.40774641789938,50.99740937162177,,,,nan/nan
50,2022-02-20,41.693770947307215,44.18126023351743,40.82408332936869,37.474396236813696,39.80023669161687,35.63487549151212,60.371398996285656,66.6736830452773,54.529824676695966,61.37866783877712,,,,nan/nan
51,2022-02-21,41.85603092094794,37.88402446519605,46.38741821513857,,37.37431208155014,38.40491489492146,55.39351618409637,63.639250365546886,69.21355698746405,68.71166975420844,,,,nan/nan
52,2022-02-22,35.35062734145471,47.39417562709284,37.382325475952946,44.31125892426115,,28.28098309962155,37.543580314975806,,41.83238509505568,69.4154360146905,,,,nan/nan
53,2022-02-23,26.52672882310609,32.30682728204688,,37.3904511680312,31.349106449615007,48.91009273246883,65.16300165783508,46.05323492797781,35.981986937120666,67.36589296452877,,,,nan/nan
54,2022-02-24,39.32545855978521,41.4703036162349,34.69950595561211,44.963362523387524,40.210045280358536,47.57680126363964,25.044174912186875,69.5740833988664,61.72158838518627,51.35958598387586,,,,nan/nan
55,2022-02-25,46.64064140516861,45.51123467299246,26.466229149214612,42.516853700979006,47.08960266576363,47.453797457070905,54.533982898998865,,33.17616150947724,52.73610194907681,,,,nan/nan
56,2022-02-26,41.79945337604735,42.73379996781137,40.43853776388157,36.595949227292266,37.84257620480279,41.67115032747925,12.113378954362124,35.192547485883175,46.71465267222153,,,,,nan/nan
57,2022-02-27,49.35384338019146,51.71221112734158,49.31999088458583,34.583399130422194,40.290168442045356,,39.91302099917843,59.39548402695806,61.70870205538378,61.37062635377007,,,,nan/nan
58,2022-02-28,41.56929675741993,36.37283118090948,44.91154903971318,43.337094265645675,41.493387482021106,,62.766594826576295,42.95442716477774,35.46908291394006,69.47058601715541,,,,nan/nan
59,2022-03-01,36.82091511520356,40.847229789251465,36.46180226168771,45.796459835228276,29.391457617012012,43.96139340577772,16.449808810325962,43.285659126053474,68.04248696072699,64.19249434098587,,,,nan/nan
60,2022-03-02,42.501210303360935,40.50984018069058,44.017300312651855,37.24926010609052,44.75036418793013,36.351942152541014,63.24347522825608,65.98359824831066,44.45164203866372,60.320616766164164,,,,nan/nan
61,2022-03-03,39.1278601877768,44.28471510218875,36.200389799770946,41.98891277104361,,43.072922137901074,21.35026642055307,53.77510940949472,78.58612579135249,,,,,nan/nan
62,2022-03-04,47.937425082367106,39.11651786021498,39.895703865659385,45.52055118458483,40.80090965927538,39.6277000981706,52.15170962235607,,79.5121850686387,69.7978573781138,,,,nan/nan
63,2022-03-05,33.155691283607766,43.677454009228825,,35.69241580977012,39.300808405040904,32.342142398362704,26.695516369406626,63.651738494415355,50.097585948962205,59.4390974666173,,,,nan/nan
64,2022-03-06,,39.67307078114284,48.17622140920693,,43.94784497194566,40.861772608810625,36.79636705006151,51.28655620823794,39.78111488887206,60.64729536029183,,,,nan/nan
65,2022-03-07,38.37771038164026,32.822216665006955,38.97723487315945,47.70407321783053,45.58232602320629,44.253308427191115,47.32410184585631,39.95529995048104,51.055465694066484,67.37139668494235,,,,nan/nan
66,2022-03-08,47.956708253631426,48.005613521157755,39.55229466116954,41.074608407206306,30.1302143926598,41.29597645003968,29.278352916713374,30.442511484588913,52.99168644919193,58.0523635564557,,,,nan/nan
67,2022-03-09,44.98916677955755,40.8473192708879,47.35684296515676,34.20314864812782,46.65187645664374,42.41050245129398,,43.20009375627644,,67.80584177322669,,,,nan/nan
68,2022-03-10,31.59366481873982,36.17948198825446,36.42052744394609,36.93566491570892,40.26948513595289,43.556578912066065,22.111313101514796,64.01832841931757,,56.93312741354188,,,,nan/nan
69,2022-03-11,49.11277438544681,40.80460978061148,40.54946628814307,34.198064068986056,43.19730840877566,47.99800634480377,38.83906325173757,44.505423973834034,76.75427357322442,56.16228822130608,,,,nan/nan
70,2022-03-12,34.516565736451454,35.401887753340986,47.22758294637738,32.0754710468226,39.02476891346229,31.961647670950004,54.96869943379726,,35.797429761509086,58.80604904816246,,,,nan/nan
71,2022-03-13,46.80392357111097,38.69654559788996,,37.29358152144908,45.0373726075744,38.611701095127145,17.672738464970827,34.151216330338215,42.69407717448831,68.06270643000153,,,,nan/nan
72,2022-03-14,37.84668125137013,40.32453680256034,42.37126708039759,41.932595676412866,38.1686320649033,39.54938399053132,58.671434342174706,36.34905402093606,48.77672830045867,62.37870649350356,,,,nan/nan
73,2022-03-15,44.83975590773393,35.03464379244496,40.91270882045291,40.00444421427199,33.80661102275214,36.75108109379658,62.01106108567437,32.22160319483344,,65.0450504472188,,,,nan/nan
74,2022-03-16,44.53567229896736,36.81181202981769,50.41670421876464,36.119267305277546,50.171815347684934,33.82382897964718,12.845900392708312,46.8878626403762,30.164278788899423,51.22674512078378,,,,nan/nan
75,2022-03-17,41.436807079884645,47.4328527725474,28.806293507852452,41.10216524063183,45.29995883026136,,23.020983075909722,44.15061503952122,41.730011416962384,68.61914071219053,,,,nan/nan
76,2022-03-18,32.38258388197733,30.611197420679943,42.84093889808499,37.199296046260095,46.9873306488616,46.433811833064986,12.730276365447812,43.58861308208187,36.19267638127631,57.60015792225898,,,,nan/nan
77,2022-03-19,39.09314345775125,,40.2780443109758,46.41751383970767,42.179391759112875,41.43220163810234,,59.380658190490706,35.142497122722645,65.94019880838763,,,,nan/nan
78,2022-03-20,30.127736566275807,39.37902080439843,41.3442620657115,,33.67841107616026,,16.683893776932536,43.94056140405458,,60.81001095406735,,,,nan/nan
79,2022-03-21,39.11801933100147,36.42909272493206,,33.51467857201549,45.14594690142332,40.39900841026355,42.34148206559104,30.798099590569514,,69.27515231809798,,,,nan/nan
80,2022-03-22,,29.050757936130935,35.9615031597137,39.681988244130764,37.15783253798489,43.7114575660886,29.178248576884656,44.94534584457578,59.92067949035853,65.19989502567864,,,,nan/nan
81,2022-03-23,35.207590125519445,30.49439069230573,36.393886022298005,41.400311513241974,38.26302725180641,48.50339265948563,44.88211954331847,,32.70813103511003,,,,,nan/nan
82,2022-03-24,43.768424664023414,34.78195549019197,42.587027559271085,44.40356691990673,39.539361737807006,46.727690746453106,12.027989465091958,,73.51207966745976,64.75761373738399,,,,nan/nan
83,2022-03-25,36.29610095776777,34.625676975017534,42.48077893606441,33.82834150420559,47.334986488590616,39.012248349642164,23.7624527092472,54.028233207695806,,56.668952915419716,,,,nan/nan
84,2022-03-26,47.05033271553401,29.819719670135843,43.91872682567716,30.213490122083545,50.75851168778896,41.75851956139091,,,,61.78557371660311,,,,nan/nan
85,2022-03-27,39.970385921519664,,37.427772858267325,29.619605577362726,37.73340726929923,,14.719291545562438,60.996349786549004,77.29702366406224,67.06358030645526,,,,nan/nan
86,2022-03-28,33.83672749269193,34.78571400400722,44.56590850901555,44.45035322794324,36.14856243668158,32.29731216241365,38.569852824345645,68.17917722392806,51.0319866708813,54.231551895889524,,,,nan/nan
87,2022-03-29,43.260622369627036,31.87829748905242,40.33381769797344,47.39902620006376,43.361455092495795,39.07960766616412,21.905068684510844,54.112888792281844,69.97974741356516,62.70056706765999,,,,nan/nan
88,2022-03-30,35.13115010358411,42.152680467794085,42.72383143524159,38.20897587126834,35.53600521424994,,13.36164044293718,44.99189151314629,66.35949209788872,51.03192887945949,,,,nan/nan
89,2022-03-31,46.044316430258895,35.11944629591306,48.87819688534912,44.68535946911487,45.63102854150233,,31.63367765545751,,30.54027329049871,60.67301599544621,,,,nan/nan
90,2022-04-01,42.68228930385743,37.078537992241095,39.027897926309436,42.450828286750536,38.445454652604525,43.38050275562603,42.84704764747885,48.46811315212799,79.35286843054521,59.579103305952145,,,,nan/nan
91,2022-04-02,42.942241759905656,34.441558863212734,44.779741779595156,41.28511568258339,29.676910333873995,44.911632059879416,48.38714712693371,45.909869821596764,63.375888377980765,60.74594441233472,,,,nan/nan
92,2022-04-03,32.160452281805405,30.583620258164053,,36.430712730389914,45.68953321881709,35.91566229315862,25.247389658250892,37.32616053490911,32.961018729309906,52.78110133434947,,,,nan/nan
93,2022-04-04,41.38503402669199,33.22697009324884,,50.26200642390092,40.606479700303666,39.61071836558217,43.7946582549782,43.357915907955714,62.2911384367185,63.78224393059046,,,,nan/nan
94,2022-04-05,34.93936470049881,38.10976248302847,38.65983268981516,34.67605207407286,41.46481972969756,42.52695824396139,23.256342431445805,39.054294893010635,47.67912173792158,65.45995132884413,,,,nan/nan
95,2022-04-06,42.083609893634446,39.68663364331557,40.87254794305558,40.31770704660762,,39.42908819523279,16.288033421246258,52.94028149083218,,67.1067897160747,,,,nan/nan
96,2022-04-07,43.4274199438716,48.619073882510804,42.162485476408705,39.813703629088415,31.489087108138047,,56.27032938583237,37.966333232692875,61.48973627553955,,,,,nan/nan
97,2022-04-08,39.27282735731995,27.522414149036784,46.72262103333834,,36.554205920593176,35.095244794301735,29.323703129474975,31.122810241616076,35.56001990970824,53.642491639051485,,,,nan/nan
98,2022-04-09,46.29770931925879,40.21958393510869,35.37902386395165,30.58414663934827,51.448738668765,,45.57701072365152,68.91667360578536,40.26712073694618,51.335503380853304,,,,nan/nan
99,2022-04-10,33.99440859919431,,37.49283589903931,41.09192322108021,42.50818546814734,36.44790209881732,31.688706337413695,40.564880174191,54.49035540249132,60.739714640177844,,,,nan/nan
100,2022-04-11,38.230819585282944,38.0997324969186,,37.18863257483263,,34.2852158177961,54.96851231649161,,,69.67784421849667,,,,nan/nan
101,2022-04-12,35.42579521284425,,43.56718554673785,35.764506841700424,43.48823765371407,36.68601380645185,65.74914692507062,59.78458589386623,51.92086632789973,59.70587232641036,,,,nan/nan
102,2022-04-13,42.998306057044296,48.84346189490339,34.75603882307516,34.97398134261172,42.9956159956657,46.97782826804102,10.261938777025055,65.68621070047317,64.94807310427373,55.539643099721076,,,,nan/nan
103,2022-04-14,43.45277580898327,33.68386628503298,44.29851440078798,36.25681389706199,,39.48168488460444,22.751528346578368,65.22393771439536,39.06813630183237,65.45929970627665,,,,nan/nan
104,2022-04-15,38.420554115640556,,40.437257852762436,48.47332523524872,37.967625747772814,,59.07004278315529,37.86217378497452,71.81231598311834,51.189529274749034,,,,nan/nan
105,2022-04-16,38.902074465161654,39.15984631152383,41.68410614716317,38.71183193960427,36.063946400009854,34.362644438658236,11.251659627522386,64.25509148123092,52.9530235084587,61.79296639826599,,,,nan/nan
106,2022-04-17,39.04138508947877,45.97931748908484,46.4705108374341,30.541250586668916,36.592696691559524,40.07690108073817,57.84782544670037,38.782897202859765,41.73496658680946,,,,,nan/nan
107,2022-04-18,44.353622953711735,33.9464193318233,45.492138290419454,41.472816064914774,,39.97187122243696,33.49258612533157,32.596067360972846,47.957960002054406,56.68321145608674,,,,nan/nan
108,2022-04-19,43.55690206115883,45.179463512012916,40.69773158704064,36.167500649301964,32.3626552188018,45.423109252107835,15.190944138082177,42.02034065578091,,52.57014471559481,,,,nan/nan
109,2022-04-20,30.63010589749885,,39.63512828676406,42.460590784899374,36.57113709935361,38.889396508105214,20.48594408245385,65.26807051232635,57.82867302799661,55.639947930252774,,,,nan/nan
110,2022-04-21,34.89947130068297,37.23428486914031,35.64196825023693,,41.42326634694724,41.24631793560523,18.085417728195157,,46.737311467091445,61.52318306739218,,,,nan/nan
111,2022-04-22,43.75721094650319,32.03720547396443,42.020448193557264,39.13875711295478,32.26973790244221,38.303655939896615,30.425102640197498,47.198512134211825,46.54773909875096,55.62799188302382,,,,nan/nan
112,2022-04-23,41.55678933715924,48.7573499194968,30.49122151110009,38.67150836800058,33.780562737850666,43.910158748591414,30.543833497992487,56.80498064579488,33.44097321124001,58.053292590405306,,,,nan/nan
113,2022-04-24,39.149314460424115,30.132772094536737,43.61955222284616,48.087735301442876,49.02812305223391,44.25245589629682,33.68479656123439,36.33204093991957,42.86468283381873,67.69248778953215,,,,nan/nan
114,2022-04-25,39.05913113166669,42.17848389388479,33.27176146007752,46.18769093020728,48.398461604775164,34.740974055032005,35.410413358375166,53.345585307491994,48.68304518935468,54.07301244352606,,,,nan/nan
115,2022-04-26,38.74229056782805,36.112733324136045,41.86749918326848,41.78631024823863,38.54985090273422,43.55882329563982,55.310489494839324,52.06813555402169,34.5104772164103,56.48755747694673,,,,nan/nan
116,2022-04-27,,36.08054643808807,38.89713299746262,45.95585106527314,37.98206445365581,42.138889203888255,40.984877919639516,57.38909937788811,40.34074748416617,53.32283964891799,,,,nan/nan
117,2022-04-28,30.924763090622697,,48.97680652706373,39.19026269067613,46.14321984226705,35.73012783179353,50.74026291048264,61.04220741585667,49.67524394787422,60.988052805024054,,,,nan/nan
118,2022-04-29,43.854129583167705,36.93780008892285,47.03875267063817,42.13651949698835,46.97509840026047,37.30808193229209,51.37939350076481,,45.97498132420171,65.2575377217984,,,,nan/nan
119,2022-04-30,46.97126311657341,36.370108824065774,,,45.22883547103602,32.428444596335936,,41.28102482785387,53.16748464484999,,,,,nan/nan
120,2022-05-01,38.86810934470275,48.19398441294532,37.544041453135605,39.79171516043802,42.222343226407915,40.46920834816452,50.270613355021545,67.56806414383487,32.116972681668315,56.92201145112338,,,,nan/nan
121,2022-05-02,49.81742951993714,36.36824266700148,32.0946404326826,34.52355920674761,35.89397967170524,40.988232466757005,26.370536312568017,36.590602371942815,79.27251588190565,,,,,nan/nan
122,2022-05-03,40.30120011191476,40.71668043875226,43.709381644928676,,38.63117739200943,39.30766830782626,34.13044341677289,35.810108544842194,76.23548907447422,54.29920737874468,,,,nan/nan
123,2022-05-04,41.474669744151235,45.85158159662046,46.81469769099495,43.08655937381934,39.18787641107832,40.36547451706812,37.54472120230315,68.19655437811406,62.972348532605395,58.92919498468692,,,,nan/nan
124,2022-05-05,35.32362878117125,38.188864641158474,,35.830636746770914,38.993480299448734,38.21303678540018,20.41554641350693,39.65062161789938,52.73934873908897,65.87850616140769,,,,nan/nan
125,2022-05-06,34.933780831838554,49.04764637226302,36.911292411693616,42.72511516224915,,35.872971647620126,64.10876242583572,34.67127709802643,,63.96112338128618,,,,nan/nan
126,2022-05-07,43.48390752096433,36.367658345131304,42.41513156121974,,41.23970946056709,39.07525370602067,,67.13279344673528,37.07317349069655,60.09987052986298,,,,nan/nan
127,2022-05-08,40.718771278137076,37.22260777025281,38.169550513704934,42.31428142369283,42.60080582628368,,14.113435575535407,45.52286170615044,67.67920473274323,,,,,nan/nan
128,2022-05-09,,47.630190237176656,33.6600860034663,32.24568611402673,37.546726614995706,40.270404281860614,,,42.371398114280225,,,,,nan/nan
129,2022-05-10,40.04470066562621,41.91862812952877,36.314032504380435,35.893570473275986,35.160179185802164,39.73530686576986,,64.31269213464631,77.26186971591815,69.00279721653243,,,,nan/nan
130,2022-05-11,46.18101953135245,40.09925648016164,44.149612489899134,40.632428346133054,33.663344243737484,40.10127611651422,65.99642913864133,45.730204346541356,,69.30462969446066,,,,nan/nan
131,2022-05-12,37.801205825972964,34.18555679128302,34.68823533858635,33.45634825068453,43.37343140326863,,,66.58396242308446,37.743067582253275,56.476940161014966,,,,nan/nan
132,2022-05-13,,32.34899118055548,41.09781270983917,35.03891277910042,39.06262009578642,40.61830302678659,19.85361861841426,44.98362651360999,66.86918758867307,59.088459191608635,,,,nan/nan
133,2022-05-14,37.93312253341879,38.661322350476716,35.347765510784434,44.00195669293871,47.78426780401696,,49.60734365495469,60.01186596191182,46.77025543158324,54.76085546553901,,,,nan/nan
134,2022-05-15,37.73541960786299,41.456364696313756,31.87028222534965,34.581928394536675,42.27525687319028,40.98763644310289,18.42031102345853,62.07028750184969,38.65659846497791,53.86936513540603,,,,nan/nan
135,2022-05-16,41.816440999694024,42.311214665271315,35.99169608735278,30.903523491947055,55.08799912009238,34.22321288359993,24.896871200286988,31.08363637823537,78.12455503044363,69.4155813203568,,,,nan/nan
136,2022-05-17,35.21062441169063,41.346644762375774,41.908569670362745,40.96949337029578,,38.767028108562805,18.198471330547708,57.12646778995685,79.10561513148775,69.33825525479827,,,,nan/nan
137,2022-05-18,46.37895963008464,47.423525996605164,33.38040453237899,41.01486130844776,45.73017043711091,49.14060017807071,24.725701379180144,31.412371169993595,38.113767787402516,50.79349131794344,,,,nan/nan
138,2022-05-19,48.08643171531686,45.16565073430232,41.29897701145827,43.78999829609121,34.023934245416534,36.19512745775562,49.77559927167991,65.20097778940116,44.049947262335984,50.63849633238358,,,,nan/nan
139,2022-05-20,37.69102849497216,43.08618656248403,29.888180519603544,38.501167527913104,41.29555333959608,40.97905148966045,33.27081129987572,,57.135915178220074,65.12455580468334,,,,nan/nan
140,2022-05-21,32.33187171598641,50.39843107291883,35.675326586971224,41.326223621961645,40.64975585760263,42.87779206902422,61.35280938930632,43.6930931553486,30.495136557122283,59.516876892076674,,,,nan/nan
141,2022-05-22,35.78615537568872,47.397714345643955,41.645889185911855,40.5155442675359,35.81476352768295,45.76597000805764,54.26573228741993,51.459313685997685,35.59538168754655,64.04165073777945,,,,nan/nan
142,2022-05-23,,42.68390590640369,33.39465543201983,39.01096823129598,47.61501650259463,41.15950742672645,38.76186296315022,36.341604886527755,41.311711553643065,69.27873712543511,,,,nan/nan
143,2022-05-24,44.10958468961308,40.56537779513543,40.27108481425249,43.605307546439505,35.39252676269018,47.609702580522445,66.0146672140303,46.17777707264982,63.131737738651985,68.29747265968942,,,,nan/nan
144,2022-05-25,36.55286695561251,47.41262408012703,37.99694609350417,44.06278876360308,39.56551317747896,,25.036979090840617,58.47383738404059,62.50653129365633,52.822262030477965,,,,nan/nan
145,2022-05-26,40.846928604430445,36.49511316714127,38.9311701026517,38.74857206748806,38.143388517723146,41.2773675926334,52.9290874561718,38.21342796379709,48.19980274996101,57.02087785573832,,,,nan/nan
146,2022-05-27,33.564504152809654,,44.14002362814624,43.58097925775401,43.42738005924552,39.43548853912915,,35.96396513859597,47.552812343055805,66.64323306544172,,,,nan/nan
147,2022-05-28,38.759093397722616,48.27238711548222,44.60636922234505,37.36689656950891,40.1907035191908,42.31429789416156,12.566947640909481,64.52395579228374,68.33621691163336,69.06029345080245,,,,nan/nan
148,2022-05-29,40.52317699195338,31.685853067514195,41.89842404165027,34.64609525453068,44.96717812413918,39.90192114894284,51.49641684935886,34.61560281003725,47.291283844010096,58.74417241329817,,,,nan/nan
149,2022-05-30,38.97115132095828,40.27874371657143,34.45118111271282,30.915975621628306,45.92734218095473,36.94854379555915,23.059429458254996,30.943855121839817,68.69244320846117,50.4271419141309,,,,nan/nan
150,2022-05-31,30.754272700088904,,24.584473783804988,37.97095108084818,50.428802412123176,38.47834350757633,52.58719541094257,43.0073740619664,72.10718782634964,,,,,nan/nan
151,2022-06-01,36.616785049785435,40.856725464969344,33.54039578531693,,39.28200550160135,33.04087410371482,28.297958554336216,53.13244328364689,57.255367093775476,60.35323513153432,,,,nan/nan
152,2022-06-02,,37.837596166629496,41.286347245599664,43.986560674067036,38.08300297260764,41.09777513985263,34.01096812172301,42.91555079511772,,,,,,nan/nan
